Month,Year,Region,Volume
Jan,2019,Orlando,31.27405
May,2017,Orlando,31.24783
Sep,2016,PhoenixTucson,31.2183
Nov,2016,LasVegas,31.18948
Jun,2016,HarrisburgScranton,31.16199
Feb,2019,Orlando,31.08263
Aug,2017,Sacramento,30.97911
Oct,2016,Philadelphia,30.95573
Jan,2018,MiamiFtLauderdale,30.89481
Nov,2017,GrandRapids,30.85052
May,2019,Grand Rapids,30.833
Feb,2016,Sacramento,30.76637
Jan,2015,Detroit,30.73364
Dec,2016,PhoenixTucson,30.73249
May,2019,Pittsburgh,30.732
May,2016,Orlando,30.63861
Apr,2015,NorthernNewEngland,30.59191
Jun,2016,StLouis,30.54273
Mar,2015,Roanoke,30.5237
Jan,2018,Nashville,30.47627
Oct,2015,Detroit,30.46814
Sep,2015,WestTexNewMexico,30.33747
Dec,2017,Orlando,30.31856
Jan,2017,StLouis,30.30941
Dec,2015,Philadelphia,30.29809
Mar,2018,StLouis,30.26692
Sep,2015,PhoenixTucson,30.20091
Dec,2016,RaleighGreensboro,30.12147
Nov,2016,Pittsburgh,30.1088
Jul,2016,Tampa,30.07786
Jan,2017,Roanoke,30.06859
Mar,2016,Roanoke,30.00414
Nov,2017,Roanoke,29.99627
Mar,2016,Atlanta,29.94954
Dec,2016,Pittsburgh,29.89603
Aug,2015,RichmondNorfolk,29.84858
Aug,2017,Columbus,29.78773
Nov,2017,Indianapolis,29.77397
Aug,2017,NewOrleansMobile,29.71303
Nov,2017,LasVegas,29.6411
Nov,2017,Sacramento,29.61302
May,2015,Philadelphia,29.5699
Jan,2017,MiamiFtLauderdale,29.53599
Oct,2015,WestTexNewMexico,29.51819
Feb,2015,Detroit,29.4223
Aug,2017,Nashville,29.39003
Jan,2017,Sacramento,29.35902
Mar,2018,NewOrleansMobile,29.26307
Mar,2018,Syracuse,29.23136
Feb,2018,StLouis,29.20383
Feb,2015,Nashville,29.19366
Jan,2018,Tampa,29.17551
Jan,2018,Orlando,29.13076
Apr,2015,RichmondNorfolk,29.06192
Jun,2015,RichmondNorfolk,29.05373
Mar,2017,Charlotte,28.85889
May,2015,Charlotte,28.83571
Feb,2019,Syracuse,28.79889
May,2019,Nashville,28.775
Nov,2016,HartfordSpringfield,28.77218
Dec,2017,Tampa,28.76668
Feb,2017,Pittsburgh,28.69196
Mar,2019,Nashville,28.67135
Oct,2017,Tampa,28.66205
Dec,2016,SouthCarolina,28.61876
Jan,2016,Nashville,28.56062
Aug,2016,Sacramento,28.50443
Apr,2019,Miami/Ft. Lauderdale,28.43593
May,2016,Charlotte,28.43477
Mar,2017,Louisville,28.40292
Aug,2017,GrandRapids,28.38322
Feb,2015,LasVegas,28.21106
Jan,2015,NorthernNewEngland,28.1629
Dec,2016,HarrisburgScranton,28.16102
Jun,2016,HartfordSpringfield,28.14471
Mar,2016,RichmondNorfolk,28.11806
Jan,2016,SouthCarolina,28.08609
Apr,2017,Orlando,28.07304
Sep,2016,Sacramento,27.99166
Jan,2019,Tampa,27.92979
Aug,2017,Roanoke,27.92545
Jul,2017,Orlando,27.90523
Feb,2015,NorthernNewEngland,27.87523
Dec,2017,NewOrleansMobile,27.84438
Dec,2016,LasVegas,27.79614
Sep,2016,Pittsburgh,27.76963
Jan,2018,NewOrleansMobile,27.7456
Mar,2016,HartfordSpringfield,27.73832
Oct,2016,Sacramento,27.56076
Sep,2016,LasVegas,27.52813
Apr,2017,Indianapolis,27.50221
Oct,2016,WestTexNewMexico,27.39006
Jul,2015,LasVegas,27.32634
Apr,2015,RaleighGreensboro,27.31826
Dec,2016,Charlotte,27.27179
Jan,2016,MiamiFtLauderdale,27.26967
Jun,2017,Orlando,27.24504
Jul,2015,Atlanta,27.22074
May,2016,StLouis,27.02743
Sep,2017,NewOrleansMobile,26.91474
Dec,2015,PhoenixTucson,26.8498
Nov,2015,StLouis,26.80806
Feb,2016,HartfordSpringfield,26.61298
Sep,2015,NorthernNewEngland,26.57604
Jul,2016,MiamiFtLauderdale,26.54053
Jan,2016,RaleighGreensboro,26.53374
Feb,2018,Nashville,26.47453
Jan,2016,Roanoke,26.34607
Jan,2016,RichmondNorfolk,26.27834
Jun,2016,Orlando,26.14187
May,2017,StLouis,26.14101
May,2019,Cincinnati/Dayton,26.141
Mar,2016,Columbus,26.13322
Aug,2016,Orlando,26.13285
Sep,2016,StLouis,26.11216
May,2016,MiamiFtLauderdale,26.06916
Nov,2015,Sacramento,26.01497
Jun,2017,Sacramento,26.00909
Jul,2015,RaleighGreensboro,25.98972
Jul,2017,Sacramento,25.95564
Jun,2016,BuffaloRochester,25.92329
Jan,2015,WestTexNewMexico,25.8768
May,2019,Harrisburg/Scranton,25.869
Apr,2015,Nashville,25.8475
Oct,2015,Atlanta,25.83805
May,2016,Tampa,25.78268
Jan,2016,Columbus,25.75434
Jul,2017,MiamiFtLauderdale,25.70978
Sep,2016,Orlando,25.65006
Apr,2019,Roanoke,25.61594
Dec,2017,Syracuse,25.61397
Aug,2017,Orlando,25.5764
Jan,2016,Orlando,25.56386
Mar,2015,RaleighGreensboro,25.50562
Mar,2016,SouthCarolina,25.49133
Jul,2015,RichmondNorfolk,25.48638
Jun,2015,RaleighGreensboro,25.31195
Feb,2017,Sacramento,25.2638
Feb,2016,HarrisburgScranton,25.23441
May,2017,Tampa,25.12627
Mar,2017,Indianapolis,25.10482
Oct,2016,HartfordSpringfield,25.06321
Jan,2016,Tampa,24.93131
Apr,2019,Spokane,24.89063
Nov,2017,MiamiFtLauderdale,24.84236
Mar,2015,RichmondNorfolk,24.78506
Apr,2017,Spokane,24.72046
Nov,2015,Nashville,24.66137
Apr,2019,Columbus,24.60988
Mar,2019,Albany,24.60187
Mar,2017,Sacramento,24.55914
Dec,2015,Detroit,24.54553
Apr,2016,RaleighGreensboro,24.54444
May,2015,Atlanta,24.46922
Sep,2017,Orlando,24.46264
Sep,2015,Sacramento,24.44916
Jun,2016,Pittsburgh,24.44166
Apr,2019,Indianapolis,24.34334
Nov,2015,LasVegas,24.3126
Jan,2015,LasVegas,24.26537
May,2017,BuffaloRochester,24.20133
Apr,2016,BuffaloRochester,24.1881
Mar,2015,Spokane,24.17326
Sep,2017,LasVegas,24.05481
Dec,2016,RichmondNorfolk,23.97112
Apr,2017,BuffaloRochester,23.89359
Nov,2015,Atlanta,23.87286
Nov,2017,Orlando,23.85603
May,2019,New Orleans/Mobile,23.832
Nov,2017,Tampa,23.756
Sep,2015,Atlanta,23.72596
Nov,2017,StLouis,23.72124
Jul,2016,Pittsburgh,23.70655
Oct,2015,RaleighGreensboro,23.56048
Oct,2015,Roanoke,23.53532
Aug,2015,Philadelphia,23.52318
Sep,2015,Nashville,23.5015
Feb,2017,Louisville,23.45059
Sep,2015,Roanoke,23.43705
Apr,2015,Atlanta,23.39827
Feb,2019,Nashville,23.3963
Nov,2017,NewOrleansMobile,23.31157
Jun,2017,MiamiFtLauderdale,23.28796
May,2017,Sacramento,23.19522
May,2017,Indianapolis,23.1171
Oct,2017,Albany,23.09768
Jun,2016,Tampa,23.01478
Oct,2015,StLouis,22.93504
Nov,2017,Nashville,22.93103
Nov,2016,Orlando,22.89335
Dec,2016,Tampa,22.86307
Jun,2015,Nashville,22.86079
Jun,2017,Tampa,22.83253
Dec,2016,Columbus,22.83171
Jan,2016,HartfordSpringfield,22.80883
Jun,2016,Charlotte,22.78292
Dec,2015,Sacramento,22.67254
Aug,2017,StLouis,22.58352
Sep,2015,RaleighGreensboro,22.57846
Oct,2015,Sacramento,22.56636
Apr,2016,Orlando,22.56423
Dec,2016,Orlando,22.45367
Mar,2015,SouthCarolina,22.35993
Jul,2017,Louisville,22.33253
Jan,2019,Spokane,22.26799
Nov,2015,RaleighGreensboro,22.25213
Jan,2019,Nashville,22.23506
Oct,2016,HarrisburgScranton,22.07759
Apr,2017,Tampa,22.03533
Jul,2016,NewOrleansMobile,22.0334
Aug,2015,Charlotte,21.98357
Mar,2019,Boise,21.91676
Mar,2017,GrandRapids,21.85969
Feb,2016,BuffaloRochester,21.85945
Jul,2016,Jacksonville,21.85601
Dec,2016,Roanoke,21.85526
Apr,2016,Charlotte,21.81079
Jan,2017,Indianapolis,21.77474
Mar,2018,Spokane,21.63953
Feb,2016,Roanoke,21.6226
May,2017,MiamiFtLauderdale,21.6041
Nov,2016,Tampa,21.60219
Jul,2017,Syracuse,21.59461
Apr,2019,Syracuse,21.57036
Jul,2016,Indianapolis,21.54829
Feb,2016,Nashville,21.54181
Feb,2016,Atlanta,21.48679
Aug,2016,HartfordSpringfield,21.40387
Aug,2015,Orlando,21.33854
Feb,2015,Spokane,21.33795
Dec,2016,Nashville,21.30069
Jul,2017,Tampa,21.29183
Jun,2017,BuffaloRochester,21.26446
Dec,2015,WestTexNewMexico,21.24747
Aug,2015,SouthCarolina,21.24453
May,2017,Pittsburgh,21.24191
Nov,2015,Roanoke,21.21679
Mar,2015,Philadelphia,21.19678
Aug,2016,Pittsburgh,21.13484
May,2015,HartfordSpringfield,21.08687
Nov,2016,HarrisburgScranton,21.03291
Jan,2017,Jacksonville,20.97952
Nov,2016,Sacramento,20.95631
May,2015,BuffaloRochester,20.9557
Feb,2018,Albany,20.86569
May,2016,Indianapolis,20.85588
May,2017,Spokane,20.83059
Jul,2015,Columbus,20.81053
Dec,2016,StLouis,20.79484
Feb,2017,Orlando,20.7641
Apr,2019,Orlando,20.72142
Apr,2016,Spokane,20.71359
Jun,2015,Columbus,20.71306
Feb,2017,NewOrleansMobile,20.71279
Mar,2017,Orlando,20.61101
Apr,2017,NewOrleansMobile,20.59104
Jan,2015,Roanoke,20.57544
Apr,2016,Tampa,20.51635
Mar,2017,Spokane,20.47807
Mar,2016,BuffaloRochester,20.46069
Jan,2016,BuffaloRochester,20.43096
Aug,2016,HarrisburgScranton,20.42556
Feb,2018,Syracuse,20.36543
Jun,2017,Louisville,20.31204
Mar,2016,RaleighGreensboro,20.22426
Oct,2016,LasVegas,20.0299
May,2019,Roanoke,20.005
Mar,2015,Nashville,19.96904
Jun,2015,Philadelphia,19.96401
Jun,2015,Atlanta,19.89794
May,2015,HarrisburgScranton,19.88308
Oct,2015,Nashville,19.82525
May,2015,SouthCarolina,19.77277
Jan,2017,Nashville,19.75957
Mar,2018,Louisville,19.72962
Jan,2019,Albany,19.68011
Jun,2017,Spokane,19.67818
Sep,2015,LasVegas,19.67721
May,2015,Boston,19.66264
Jan,2016,Charlotte,19.66231
Apr,2015,Columbus,19.6461
Aug,2016,Indianapolis,19.58953
Apr,2015,Philadelphia,19.5872
Dec,2015,LasVegas,19.58265
May,2017,Jacksonville,19.53912
Mar,2018,Jacksonville,19.53425
Jan,2017,Spokane,19.51118
Jun,2016,MiamiFtLauderdale,19.39943
Apr,2017,Jacksonville,19.37822
Aug,2015,Columbus,19.36644
Mar,2015,Charlotte,19.36249
Feb,2017,Tampa,19.34386
Feb,2015,Roanoke,19.29939
Jan,2018,Albany,19.29195
Aug,2015,StLouis,19.28923
Aug,2016,MiamiFtLauderdale,19.21953
Dec,2015,HartfordSpringfield,19.18809
Feb,2015,Philadelphia,19.10868
Mar,2016,Orlando,19.09337
Oct,2015,RichmondNorfolk,19.07293
Nov,2015,SouthCarolina,19.03884
Aug,2017,Syracuse,19.03858
Apr,2017,Boise,19.03492
Mar,2019,Louisville,18.96653
Feb,2015,HartfordSpringfield,18.89613
Jul,2015,Orlando,18.86503
Jul,2016,BuffaloRochester,18.85789
Mar,2017,Tampa,18.79749
Feb,2016,SouthCarolina,18.76975
Nov,2015,RichmondNorfolk,18.75808
Dec,2017,Louisville,18.75449
Jan,2017,NewOrleansMobile,18.73722
Feb,2016,RichmondNorfolk,18.73237
Jan,2019,Louisville,18.69269
Jan,2018,Syracuse,18.66094
Jul,2016,Boise,18.64636
Apr,2017,Louisville,18.60675
Apr,2017,MiamiFtLauderdale,18.59477
Nov,2015,Columbus,18.5169
Feb,2017,Indianapolis,18.45152
Feb,2015,RaleighGreensboro,18.44837
Feb,2018,Jacksonville,18.43342
May,2017,Louisville,18.43337
Oct,2017,MiamiFtLauderdale,18.2721
Jun,2016,Boise,18.26514
Jan,2015,Spokane,18.24025
Jul,2017,NewOrleansMobile,18.23328
Feb,2016,Columbus,18.17058
May,2015,StLouis,18.15154
May,2019,Indianapolis,18.141
Feb,2018,Spokane,18.12876
Jul,2017,Spokane,18.11807
Sep,2015,Philadelphia,18.11223
Nov,2015,Philadelphia,18.07474
Dec,2017,Albany,18.02877
Feb,2017,MiamiFtLauderdale,17.99969
Feb,2019,Spokane,17.97244
Oct,2017,NewOrleansMobile,17.88938
Oct,2016,Orlando,17.86903
May,2016,Jacksonville,17.81218
Dec,2015,HarrisburgScranton,17.80121
Dec,2015,StLouis,17.79056
Oct,2017,Louisville,17.75261
Mar,2015,Columbus,17.71733
Oct,2015,LasVegas,17.65303
Feb,2016,RaleighGreensboro,17.60801
Aug,2016,NewOrleansMobile,17.51302
May,2016,Spokane,17.48099
Sep,2017,StLouis,17.47466
Oct,2016,Tampa,17.45872
Jun,2017,Pittsburgh,17.44366
Mar,2016,Charlotte,17.40018
Feb,2019,Louisville,17.38916
Nov,2017,Syracuse,17.3712
Apr,2016,MiamiFtLauderdale,17.36123
May,2015,Spokane,17.34074
May,2016,Syracuse,17.32334
Aug,2016,Tampa,17.27792
Apr,2015,Spokane,17.24954
Dec,2015,BuffaloRochester,17.22056
Apr,2019,Boise,17.20302
Feb,2019,Albany,17.16357
Feb,2016,Spokane,17.09179
Mar,2019,Jacksonville,17.08344
Aug,2015,HartfordSpringfield,17.07739
Jan,2018,Spokane,17.03429
Jun,2016,Indianapolis,17.03005
Feb,2015,SouthCarolina,17.02781
Oct,2016,Indianapolis,17.0158
Jan,2015,Columbus,16.99942
Sep,2017,Syracuse,16.98499
Oct,2015,SouthCarolina,16.97248
Sep,2015,RichmondNorfolk,16.9712
May,2017,Boise,16.9526
Jan,2016,Jacksonville,16.87544
Nov,2016,Louisville,16.71216
Apr,2019,Nashville,16.65172
Dec,2016,Sacramento,16.59618
Nov,2016,Jacksonville,16.54604
Dec,2015,Nashville,16.45998
Mar,2015,HarrisburgScranton,16.43768
Jul,2015,SouthCarolina,16.38326
Jan,2017,Boise,16.32879
Sep,2017,Jacksonville,16.32874
Feb,2017,BuffaloRochester,16.27759
Feb,2015,RichmondNorfolk,16.24381
Aug,2017,MiamiFtLauderdale,16.23981
Oct,2015,Columbus,16.14139
Mar,2015,StLouis,16.13854
Sep,2016,Indianapolis,15.982
Jan,2016,NewOrleansMobile,15.97519
May,2019,Columbus,15.929
Feb,2015,Columbus,15.91697
Feb,2016,Orlando,15.83504
May,2016,NewOrleansMobile,15.78259
Jan,2018,Louisville,15.77602
Jan,2017,BuffaloRochester,15.77049
Jun,2015,Charlotte,15.65985
Sep,2015,StLouis,15.62773
Jun,2016,Louisville,15.60438
Apr,2015,SouthCarolina,15.55371
May,2016,Pittsburgh,15.55046
Mar,2016,Tampa,15.53641
Apr,2016,NewOrleansMobile,15.49672
Aug,2015,GrandRapids,15.47832
Jul,2016,Louisville,15.42279
Dec,2016,Indianapolis,15.38202
Mar,2016,Spokane,15.3603
Sep,2015,Charlotte,15.32159
Feb,2015,HarrisburgScranton,15.30631
Jun,2017,Jacksonville,15.24311
Dec,2015,Atlanta,15.1798
Feb,2017,GrandRapids,15.16346
Apr,2015,Charlotte,15.14902
Nov,2016,NewOrleansMobile,15.14621
Jan,2015,Philadelphia,15.0914
Dec,2015,RaleighGreensboro,15.07141
Sep,2017,Louisville,15.03499
Nov,2015,Charlotte,15.02899
Jan,2018,Jacksonville,15.01278
Dec,2016,MiamiFtLauderdale,14.9959
Mar,2015,Boise,14.99189
Jan,2015,Atlanta,14.9319
Jun,2016,Jacksonville,14.91845
Dec,2017,Spokane,14.90935
Sep,2016,MiamiFtLauderdale,14.81765
Dec,2015,RichmondNorfolk,14.77053
Jun,2015,Spokane,14.76812
Jul,2015,Charlotte,14.7242
Aug,2015,Boston,14.72124
Mar,2017,Boise,14.69976
Sep,2016,Jacksonville,14.65168
Oct,2015,Charlotte,14.62733
Jun,2017,Boise,14.59111
Mar,2015,Orlando,14.58897
Oct,2016,Jacksonville,14.55537
May,2017,Syracuse,14.53108
Dec,2015,SouthCarolina,14.52808
Aug,2017,Tampa,14.51488
Jan,2015,RichmondNorfolk,14.4675
Oct,2017,Spokane,14.46221
Jun,2015,SouthCarolina,14.44293
Jan,2015,Nashville,14.42575
Jan,2015,StLouis,14.41451
Aug,2015,Spokane,14.40383
Jul,2015,StLouis,14.39344
Sep,2016,NewOrleansMobile,14.38162
Mar,2017,Jacksonville,14.34346
May,2019,Syracuse,14.321
Sep,2015,BuffaloRochester,14.31864
Feb,2015,NewOrleansMobile,14.2594
Feb,2016,Charlotte,14.24643
Apr,2016,Indianapolis,14.22213
May,2015,Orlando,14.20219
Dec,2016,Jacksonville,14.19967
Sep,2015,Columbus,14.19041
Sep,2015,HartfordSpringfield,14.18692
Dec,2015,Roanoke,14.14899
Mar,2015,HartfordSpringfield,14.13273
Feb,2019,Boise,14.12678
Jan,2015,RaleighGreensboro,14.11557
Apr,2016,Jacksonville,14.11497
Aug,2016,BuffaloRochester,14.07145
Jan,2016,Spokane,14.06753
Jul,2015,Philadelphia,14.05518
Feb,2017,Jacksonville,14.05339
Oct,2015,BuffaloRochester,13.97896
Sep,2015,SouthCarolina,13.94672
Mar,2017,MiamiFtLauderdale,13.91079
Sep,2016,Tampa,13.90009
Oct,2015,Philadelphia,13.89845
Mar,2016,NewOrleansMobile,13.89618
Feb,2015,Charlotte,13.87424
Jul,2017,Jacksonville,13.81218
Jul,2017,Albany,13.77842
Aug,2016,Louisville,13.763
Jan,2019,Boise,13.74483
Apr,2017,Albany,13.7234
Feb,2015,StLouis,13.72108
May,2017,Albany,13.71733
Mar,2017,BuffaloRochester,13.70015
Aug,2015,NewOrleansMobile,13.69781
Nov,2016,Indianapolis,13.6901
Apr,2015,HarrisburgScranton,13.68425
Apr,2019,Tampa,13.61987
Jun,2015,HartfordSpringfield,13.59638
Oct,2016,Louisville,13.55932
Nov,2015,Orlando,13.55745
Nov,2015,BuffaloRochester,13.51031
Mar,2016,MiamiFtLauderdale,13.50936
Jan,2016,GrandRapids,13.49117
Mar,2017,NewOrleansMobile,13.48668
May,2015,MiamiFtLauderdale,13.48629
May,2015,Indianapolis,13.45921
Jun,2015,StLouis,13.44985
Jun,2015,HarrisburgScranton,13.44232
Nov,2015,HartfordSpringfield,13.43617
Mar,2015,Tampa,13.4088
Dec,2016,Spokane,13.40592
Aug,2016,Jacksonville,13.39229
Mar,2016,Boise,13.38037
Apr,2019,Albany,13.37388
Aug,2015,Louisville,13.35083
Feb,2015,BuffaloRochester,13.31448
Sep,2016,BuffaloRochester,13.24246
Dec,2017,Jacksonville,13.2151
Jul,2017,Boise,13.16987
Aug,2015,Jacksonville,13.16721
Apr,2015,MiamiFtLauderdale,13.09063
Jan,2016,Indianapolis,13.07989
Aug,2017,Louisville,13.04262
Apr,2015,Boston,13.03579
Nov,2017,Jacksonville,12.99502
Apr,2015,StLouis,12.99293
Jun,2015,BuffaloRochester,12.96898
Mar,2015,NewOrleansMobile,12.90689
May,2019,Spokane,12.887
Feb,2017,Spokane,12.86872
Aug,2015,HarrisburgScranton,12.7771
Jul,2015,Spokane,12.75314
Jan,2015,HartfordSpringfield,12.73699
Apr,2015,HartfordSpringfield,12.7153
Jul,2015,HartfordSpringfield,12.70619
Jul,2015,Boston,12.65498
Oct,2015,NewOrleansMobile,12.64129
Dec,2016,Boise,12.62744
Apr,2017,Syracuse,12.61448
Jun,2017,Albany,12.57454
Apr,2015,NewOrleansMobile,12.54939
Sep,2016,Louisville,12.50465
Jul,2016,Spokane,12.48389
Mar,2015,Boston,12.44181
Aug,2015,Indianapolis,12.39403
Mar,2016,Jacksonville,12.36538
Jul,2015,Indianapolis,12.32674
Jun,2015,Boston,12.29191
Jun,2017,Syracuse,12.27942
Jan,2019,New Orleans/Mobile,12.26192
Aug,2015,BuffaloRochester,12.26132
Sep,2017,Albany,12.22022
Apr,2016,Syracuse,12.21642
May,2015,Tampa,12.18163
Jun,2016,NewOrleansMobile,12.17974
Feb,2019,Jacksonville,12.16283
Feb,2016,Tampa,12.16271
Jun,2016,GrandRapids,12.15616
Jan,2019,Jacksonville,12.12291
Mar,2018,Boise,12.09775
Oct,2015,Orlando,11.9868
Jul,2015,Jacksonville,11.98035
Oct,2015,HartfordSpringfield,11.98021
Sep,2015,Orlando,11.97532
Dec,2016,NewOrleansMobile,11.94189
Nov,2015,Spokane,11.92584
May,2015,Louisville,11.91545
Sep,2017,Tampa,11.91024
Mar,2018,Albany,11.89809
May,2015,Syracuse,11.87077
Nov,2017,Spokane,11.83343
Jul,2016,Syracuse,11.80762
Mar,2015,MiamiFtLauderdale,11.70088
May,2016,Boise,11.66237
Feb,2015,Boston,11.63998
Jan,2015,SouthCarolina,11.5463
Apr,2019,Louisville,11.52249
Mar,2016,GrandRapids,11.50175
Apr,2015,Pittsburgh,11.49765
Jul,2016,Albany,11.46724
Feb,2016,MiamiFtLauderdale,11.46222
Aug,2017,Spokane,11.44256
Nov,2017,Albany,11.43815
Oct,2017,Jacksonville,11.40547
Feb,2016,NewOrleansMobile,11.39698
Nov,2016,MiamiFtLauderdale,11.38701
Apr,2015,BuffaloRochester,11.35161
May,2015,Jacksonville,11.33643
Sep,2015,Boston,11.27438
Dec,2015,Orlando,11.20936
May,2015,Pittsburgh,11.20886
Dec,2015,Charlotte,11.09697
Jun,2015,Orlando,11.09434
Oct,2016,NewOrleansMobile,11.09314
Jun,2016,Spokane,11.07115
Jan,2017,Syracuse,11.06445
Sep,2016,Boise,10.93338
Feb,2018,Louisville,10.91431
Dec,2017,Boise,10.91018
May,2016,Louisville,10.84444
Mar,2016,Indianapolis,10.82641
Dec,2015,Columbus,10.76312
Sep,2017,Spokane,10.75406
Jan,2015,Charlotte,10.74776
Mar,2016,Louisville,10.7461
Apr,2015,Tampa,10.61637
Mar,2015,Jacksonville,10.59082
Feb,2017,Boise,10.5734
Jun,2016,Syracuse,10.56248
Nov,2017,Louisville,10.55923
May,2019,Boise,10.553
Apr,2016,Boise,10.51492
Feb,2016,Syracuse,10.4748
Nov,2015,NewOrleansMobile,10.37366
May,2019,Albany,10.373
Feb,2015,Orlando,10.35238
Feb,2016,Indianapolis,10.34472
Jan,2015,HarrisburgScranton,10.30701
Mar,2016,Syracuse,10.25125
Sep,2017,MiamiFtLauderdale,10.23247
Feb,2018,Boise,10.1563
Mar,2015,Pittsburgh,10.1485
Jan,2015,NewOrleansMobile,10.114
Jun,2015,Jacksonville,10.08786
Jul,2015,Louisville,10.0832






























































































































































































































