Month,Year,Region,Volume,Type,LogVolume
May,2019,Jacksonville,1868,organic,3.27137687189407
Jan,2015,Syracuse,2828.39,organic,3.45153929309164
Jul,2015,Syracuse,2985.93,organic,3.47507962222019
Jan,2015,GrandRapids,3192.14,organic,3.50408193026458
Feb,2015,GrandRapids,3590.68,organic,3.55517670269592
Dec,2015,Pittsburgh,3595.01,organic,3.55570010276863
Sep,2015,Albany,3659.69,organic,3.56344429933121
Jun,2017,NewOrleansMobile,3913.5,organic,3.5925653381559
Sep,2015,Boise,3999.74,organic,3.60203176126915
Oct,2016,MiamiFtLauderdale,4005.98,organic,3.60270877673207
May,2019,Tampa,4110,organic,3.61384182187607
Feb,2016,Louisville,4262.48,organic,3.6296623542504
Dec,2015,Louisville,4290.2,organic,3.63247753854178
Dec,2015,Albany,4306.96,organic,3.63417083836117
Feb,2016,Pittsburgh,4367.59,organic,3.6402418629625
Nov,2016,Syracuse,4382.69,organic,3.64174075286918
Nov,2016,GrandRapids,4403.97,organic,3.64384435188036
Oct,2015,Albany,4447.08,organic,3.64807494218697
Apr,2015,GrandRapids,4505.37,organic,3.65373046287555
Jul,2015,Pittsburgh,4607.59,organic,3.66347382704285
Oct,2016,Syracuse,4666.04,organic,3.66894845749777
Jul,2015,GrandRapids,4724.26,organic,3.67433379102828
Jan,2015,Albany,4790.87,organic,3.6804143864606
Jun,2016,Albany,4791.34,organic,3.68045699007848
Jul,2015,MiamiFtLauderdale,4882.13,organic,3.68860933950783
Mar,2015,GrandRapids,5044.18,organic,3.70279057584155
Jun,2017,GrandRapids,5050.22,organic,3.70331029746617
Feb,2015,Syracuse,5056.7,organic,3.70386718890853
Jun,2015,GrandRapids,5096.74,organic,3.70729247948917
Oct,2016,BuffaloRochester,5135.55,organic,3.71058696189122
Dec,2015,MiamiFtLauderdale,5139.12,organic,3.71088875871054
Jan,2015,Louisville,5139.55,organic,3.71092509544036
Jan,2015,Jacksonville,5173.62,organic,3.71379452682279
Sep,2015,Syracuse,5233.57,organic,3.71879803731442
Nov,2015,Albany,5253.01,organic,3.72040822755747
Feb,2016,Albany,5269.26,organic,3.72174962840377
Jul,2015,Albany,5273.8,organic,3.72212365588151
Mar,2016,Pittsburgh,5286.85,organic,3.72319698865432
Feb,2015,Louisville,5323.29,organic,3.72618012613313
Apr,2016,Pittsburgh,5331.39,organic,3.72684045304696
Feb,2015,Albany,5334.01,organic,3.72705382555347
Aug,2015,Syracuse,5337.68,organic,3.72735253378271
Jun,2015,Albany,5343.82,organic,3.72785182103873
Jan,2015,BuffaloRochester,5366.09,organic,3.72965795237908
Dec,2016,Syracuse,5394.53,organic,3.73195361263373
Oct,2015,Tampa,5396.58,organic,3.73211861951413
Oct,2015,Boise,5475.44,organic,3.73841902431471
May,2017,GrandRapids,5480.68,organic,3.73883444569722
Jan,2015,Indianapolis,5495.95,organic,3.74004277302841
Apr,2015,Albany,5606.54,organic,3.74869492498436
Sep,2015,MiamiFtLauderdale,5633.96,organic,3.75081375925591
Oct,2015,Syracuse,5694.91,organic,3.75548686505915
Sep,2015,Tampa,5710.65,organic,3.75668554350803
Oct,2016,GrandRapids,5741.67,organic,3.75903822799025
Oct,2015,MiamiFtLauderdale,5750.67,organic,3.75971844648991
Sep,2016,GrandRapids,5814.25,organic,3.76449370154625
Oct,2015,Louisville,5874.73,organic,3.76898791141957
Aug,2015,Tampa,5916.79,organic,3.77208615547616
Aug,2015,MiamiFtLauderdale,5956.33,organic,3.77497875106953
Nov,2015,Syracuse,6017.48,organic,3.77941465550642
Jun,2015,Syracuse,6049.66,organic,3.7817309673346
Feb,2016,Boise,6065.55,organic,3.78287018708803
Apr,2015,Louisville,6263.86,organic,3.79684204248748
Nov,2015,Louisville,6278.49,organic,3.79785520687085
Jul,2015,Tampa,6292.48,organic,3.79882184386228
Sep,2015,Pittsburgh,6334.53,organic,3.80171439728122
Jun,2015,Pittsburgh,6345.98,organic,3.80249869904342
Jan,2015,Tampa,6355.34,organic,3.80313878953582
Sep,2017,Boise,6359.24,organic,3.80340521572253
Nov,2015,Pittsburgh,6359.95,organic,3.8034537013702
Mar,2015,Syracuse,6404.22,organic,3.8064662425391
Dec,2016,Albany,6439.12,organic,3.80882651871725
Oct,2015,Pittsburgh,6518.33,organic,3.81413634347972
Apr,2015,Syracuse,6598.87,organic,3.8194695726963
Nov,2016,BuffaloRochester,6600.38,organic,3.81956893965587
Nov,2015,MiamiFtLauderdale,6609.18,organic,3.82014757997487
Aug,2015,Albany,6627.44,organic,3.82134580463797
Jan,2016,Pittsburgh,6628.35,organic,3.82140543261626
Sep,2016,Syracuse,6646.99,organic,3.82262502540449
Apr,2019,New Orleans/Mobile,6724.97,organic,3.82769035129697
Nov,2015,Boise,6756.99,organic,3.8297532761918
Feb,2015,Indianapolis,6816.62,organic,3.83356908444836
Sep,2015,Jacksonville,6888.99,organic,3.83815555433438
Mar,2016,Albany,6965.31,organic,3.84294045001962
Mar,2015,Louisville,6967.28,organic,3.84306326424656
Apr,2019,Jacksonville,6970.52,organic,3.84326517762553
Jan,2016,Louisville,6982.23,organic,3.84399415070641
Aug,2016,Albany,7003.29,organic,3.84530211046795
Jan,2015,MiamiFtLauderdale,7011.21,organic,3.84579297530977
Dec,2015,Jacksonville,7057.23,organic,3.84863427162191
Feb,2015,MiamiFtLauderdale,7064.32,organic,3.84907036371313
Feb,2019,New Orleans/Mobile,7083.6,organic,3.85025402926882
Jan,2016,Albany,7131.09,organic,3.85315591762253
Jun,2015,MiamiFtLauderdale,7154.71,organic,3.85459203530723
Dec,2015,Spokane,7156.23,organic,3.85468429026952
Sep,2015,Spokane,7185.64,organic,3.8564654552942
Jul,2015,BuffaloRochester,7196.56,organic,3.85712495059446
Aug,2017,Boise,7213,organic,3.85811593219007
Mar,2015,Albany,7220.69,organic,3.85857870018381
Jun,2015,Boise,7255.78,organic,3.86068410615864
Jun,2015,Indianapolis,7270.22,organic,3.86154755299664
Mar,2015,Indianapolis,7277.29,organic,3.86196968190101
May,2016,Albany,7278,organic,3.86201205125022
Feb,2015,Pittsburgh,7324.9,organic,3.86480170005077
Feb,2015,Jacksonville,7456.3,organic,3.87252337328953
Oct,2015,GrandRapids,7488.4,organic,3.87438903460198
Jan,2016,Syracuse,7488.86,organic,3.8744157117728
Dec,2015,Indianapolis,7502.78,organic,3.87522221205235
Aug,2016,Spokane,7564.18,organic,3.87876185492665
Jul,2015,HarrisburgScranton,7657.52,organic,3.88408813977548
Jul,2015,Boise,7707.73,organic,3.88692649301457
Dec,2015,GrandRapids,7738.47,organic,3.88865510328749
Jan,2015,Orlando,7745.11,organic,3.88902759021062
Jun,2015,Tampa,7746.81,organic,3.88912290449345
Apr,2015,Indianapolis,7752.06,organic,3.8894171254421
Dec,2016,GrandRapids,7760.82,organic,3.88990761077633
Dec,2015,NewOrleansMobile,7778.67,organic,3.89090534749891
Dec,2015,Tampa,7825.15,organic,3.89349267127253
Apr,2015,Jacksonville,7856.7,organic,3.89524017037386
Sep,2015,Louisville,7886.09,organic,3.89686172915114
Jan,2015,Pittsburgh,7892.17,organic,3.89719643153033
Aug,2016,Syracuse,7896.45,organic,3.89743188978166
Mar,2019,New Orleans/Mobile,7953.99,organic,3.90058504064197
May,2015,Boise,7954.63,organic,3.90061998376948
Nov,2016,Boise,7985.87,organic,3.90232223614355
Aug,2016,GrandRapids,8028.09,organic,3.90461223256038
Jan,2015,Boise,8032.27,organic,3.90483829859817
Nov,2015,GrandRapids,8034.01,organic,3.90493236796599
Feb,2015,Boise,8041.49,organic,3.90533652621414
Jan,2016,Boise,8080.24,organic,3.9074242604191
Dec,2015,Syracuse,8081.88,organic,3.90751239773683
Apr,2016,GrandRapids,8122.74,organic,3.9097025521667
Dec,2016,Louisville,8136.71,organic,3.91044883760749
Jul,2015,NewOrleansMobile,8162,organic,3.91179659043725
Jul,2016,GrandRapids,8175.51,organic,3.91251485408794
Oct,2017,Boise,8186.13,organic,3.91307863718616
Oct,2015,Spokane,8201,organic,3.91386681189624
Oct,2015,HarrisburgScranton,8223.95,organic,3.91508046123412
Sep,2015,GrandRapids,8226.96,organic,3.91523938574408
Nov,2016,Albany,8267.85,organic,3.91739258881117
Feb,2017,Albany,8269.27,organic,3.91746717231372
Sep,2015,HarrisburgScranton,8315.61,organic,3.91989411283599
Nov,2017,Boise,8359.96,organic,3.92220419947002
Nov,2015,Indianapolis,8435.47,organic,3.92610928523219
Apr,2016,Albany,8452.67,organic,3.92699391405117
May,2019,Orlando,8481,organic,3.92844706320918
Jun,2015,Louisville,8481.82,organic,3.92848905168462
Jan,2015,Boston,8567.57,organic,3.93285766145201
Mar,2015,BuffaloRochester,8569.64,organic,3.9329625781312
Oct,2016,Spokane,8636.42,organic,3.93633375446431
Oct,2015,Jacksonville,8671.27,organic,3.93808270919473
Nov,2015,HarrisburgScranton,8679.95,organic,3.93851722347296
Oct,2015,Indianapolis,8735.81,organic,3.94130317975067
Nov,2015,Jacksonville,8752.98,organic,3.94215593613348
Sep,2015,NewOrleansMobile,8790.47,organic,3.94401209611468
Oct,2016,Boise,8891.65,organic,3.94898235932832
Mar,2017,Syracuse,8957.61,organic,3.95219215003376
Sep,2015,Indianapolis,8980.42,organic,3.95329664840639
Feb,2017,Syracuse,9019.17,organic,3.95516657290718
May,2015,NewOrleansMobile,9042.96,organic,3.95631060981745
Aug,2015,Pittsburgh,9081.11,organic,3.95813893634176
Aug,2016,Boise,9112.96,organic,3.95965946400581
Apr,2015,Boise,9116.77,organic,3.95984099845532
May,2015,Albany,9178.34,organic,3.96276414154658
Mar,2017,Albany,9243.69,organic,3.96584537238183
Jan,2017,Louisville,9263.26,organic,3.96676385394457
Jan,2017,Albany,9281.75,organic,3.96762986670285
Jun,2015,NewOrleansMobile,9291.54,organic,3.96808770086918
Apr,2016,Louisville,9418.78,organic,3.97399465294351
Dec,2015,Boise,9421.15,organic,3.97410391852226
May,2016,GrandRapids,9436.3,organic,3.97480173957616
May,2019,Louisville,9440,organic,3.97497199429807
Jan,2017,GrandRapids,9493.8,organic,3.97744007846605
Aug,2017,Jacksonville,9504.41,organic,3.97792516257998
Aug,2015,Boise,9544.31,organic,3.97974453681306
Jan,2018,Boise,9549.8,organic,3.97999427631611
Feb,2016,GrandRapids,9635.44,organic,3.9838715513951
May,2017,NewOrleansMobile,9669.9,organic,3.98542198290692
Nov,2016,Spokane,9691.15,organic,3.98637531564933
Feb,2015,Tampa,9699.25,organic,3.98673815349775
Sep,2016,Spokane,9734.08,organic,3.98829491119203
Apr,2017,GrandRapids,9747.14,organic,3.98887720396254
May,2015,GrandRapids,9767.15,organic,3.98976785749169
Nov,2015,Tampa,9821.33,organic,3.99217030372882
Oct,2016,Albany,9852.94,organic,3.99356583813853
Sep,2016,Albany,9853.42,organic,3.9935869948972
Feb,2016,Jacksonville,9885.76,organic,3.99501006273604
May,2019,Miami/Ft. Lauderdale,9905,organic,3.99585447987457
Aug,2017,Albany,9945.77,organic,3.99763841177477
Apr,2015,Orlando,9951.69,organic,3.9978968390724
Dec,2016,BuffaloRochester,9974.7,organic,3.99889984267419
Jul,2015,Louisville,10083.2,organic,4.00359838149391
Jun,2015,Jacksonville,10087.86,organic,4.0037990464388
Jan,2015,NewOrleansMobile,10114,organic,4.00492294929653
Mar,2015,Pittsburgh,10148.5,organic,4.00640185605577
Feb,2018,Boise,10156.3,organic,4.00673552071885
Sep,2017,MiamiFtLauderdale,10232.47,organic,4.00998048003575
Mar,2016,Syracuse,10251.25,organic,4.0107768249043
Jan,2015,HarrisburgScranton,10307.01,organic,4.01313269740457
Feb,2016,Indianapolis,10344.72,organic,4.01471874013461
Feb,2015,Orlando,10352.38,organic,4.01504020506286
May,2019,Albany,10373,organic,4.01590437789555
Nov,2015,NewOrleansMobile,10373.66,organic,4.0159320097513
Feb,2016,Syracuse,10474.8,organic,4.02014573954042
Apr,2016,Boise,10514.92,organic,4.0218059728197
May,2019,Boise,10553,organic,4.02337593813956
Nov,2017,Louisville,10559.23,organic,4.02363224973723
Jun,2016,Syracuse,10562.48,organic,4.02376589962422
Feb,2017,Boise,10573.4,organic,4.02421466221791
Mar,2015,Jacksonville,10590.82,organic,4.02492958689581
Apr,2015,Tampa,10616.37,organic,4.02597604608077
Mar,2016,Louisville,10746.1,organic,4.03125087766634
Jan,2015,Charlotte,10747.76,organic,4.03131795997183
Sep,2017,Spokane,10754.06,organic,4.03157245520194
Dec,2015,Columbus,10763.12,organic,4.03193818233147
Mar,2016,Indianapolis,10826.41,organic,4.03448446995308
May,2016,Louisville,10844.44,organic,4.03520713023779
Dec,2017,Boise,10910.18,organic,4.03783191579108
Feb,2018,Louisville,10914.31,organic,4.03799628492242
Sep,2016,Boise,10933.38,organic,4.03875444268402
Jan,2017,Syracuse,11064.45,organic,4.04392983056317
Jun,2016,Spokane,11071.15,organic,4.04419273494503
Oct,2016,NewOrleansMobile,11093.14,organic,4.04505449399895
Jun,2015,Orlando,11094.34,organic,4.04510147124727
Dec,2015,Charlotte,11096.97,organic,4.04520441194728
May,2015,Pittsburgh,11208.86,organic,4.04956144480858
Dec,2015,Orlando,11209.36,organic,4.04958081719774
Sep,2015,Boston,11274.38,organic,4.05209266851166
May,2015,Jacksonville,11336.43,organic,4.05447631069437
Apr,2015,BuffaloRochester,11351.61,organic,4.05505746192815
Nov,2016,MiamiFtLauderdale,11387.01,organic,4.05640970204475
Feb,2016,NewOrleansMobile,11396.98,organic,4.05678978615301
Oct,2017,Jacksonville,11405.47,organic,4.0571131865176
Nov,2017,Albany,11438.15,organic,4.05835578758967
Aug,2017,Spokane,11442.56,organic,4.05852319836397
Feb,2016,MiamiFtLauderdale,11462.22,organic,4.05926873982833
Jul,2016,Albany,11467.24,organic,4.05945890203311
Apr,2015,Pittsburgh,11497.65,organic,4.06060908415148
Mar,2016,GrandRapids,11501.75,organic,4.06076392361639
Apr,2019,Louisville,11522.49,organic,4.06154633988645
Jan,2015,SouthCarolina,11546.3,organic,4.06244283730015
Feb,2015,Boston,11639.98,organic,4.06595223410278
May,2016,Boise,11662.37,organic,4.06678681571727
Mar,2015,MiamiFtLauderdale,11700.88,organic,4.06821852540191
Jul,2016,Syracuse,11807.62,organic,4.07216236797501
Nov,2017,Spokane,11833.43,organic,4.07311064607868
May,2015,Syracuse,11870.77,organic,4.07447889047145
Mar,2018,Albany,11898.09,organic,4.07547724970876
Sep,2017,Tampa,11910.24,organic,4.07592051292069
May,2015,Louisville,11915.45,organic,4.07611044859825
Nov,2015,Spokane,11925.84,organic,4.07648897844732
Dec,2016,NewOrleansMobile,11941.89,organic,4.07707306645947
Sep,2015,Orlando,11975.32,organic,4.07828712729557
Oct,2015,HartfordSpringfield,11980.21,organic,4.07846443082807
Jul,2015,Jacksonville,11980.35,organic,4.07846950593712
Oct,2015,Orlando,11986.8,organic,4.07870325917653
Mar,2018,Boise,12097.75,organic,4.08270460556873
Jan,2019,Jacksonville,12122.91,organic,4.08360688098938
Jun,2016,GrandRapids,12156.16,organic,4.08479640765172
Feb,2016,Tampa,12162.71,organic,4.08503035182143
Feb,2019,Jacksonville,12162.83,organic,4.08503463664617
Jun,2016,NewOrleansMobile,12179.74,organic,4.08563801754394
May,2015,Tampa,12181.63,organic,4.08570540427732
Apr,2016,Syracuse,12216.42,organic,4.08694395533085
Sep,2017,Albany,12220.22,organic,4.08707902455841
Aug,2015,BuffaloRochester,12261.32,organic,4.08853722694073
Jan,2019,New Orleans/Mobile,12261.92,organic,4.08855847834872
Jun,2017,Syracuse,12279.42,organic,4.08917785404063
Jun,2015,Boston,12291.91,organic,4.08961937174001
Jul,2015,Indianapolis,12326.74,organic,4.09084823578391
Mar,2016,Jacksonville,12365.38,organic,4.09220746718881
Aug,2015,Indianapolis,12394.03,organic,4.0932125430335
Mar,2015,Boston,12441.81,organic,4.09488356490718
Jul,2016,Spokane,12483.89,organic,4.09634993328683
Sep,2016,Louisville,12504.65,organic,4.09707154051307
Apr,2015,NewOrleansMobile,12549.39,organic,4.09862261616985
Jun,2017,Albany,12574.54,organic,4.09949210672075
Apr,2017,Syracuse,12614.48,organic,4.10086935253213
Dec,2016,Boise,12627.44,organic,4.10131531361434
Oct,2015,NewOrleansMobile,12641.29,organic,4.10179139446024
Jul,2015,Boston,12654.98,organic,4.10226146313343
Jul,2015,HartfordSpringfield,12706.19,organic,4.10401534520156
Apr,2015,HartfordSpringfield,12715.3,organic,4.10432661121307
Jan,2015,HartfordSpringfield,12736.99,organic,4.10506680783921
Jul,2015,Spokane,12753.14,organic,4.10561712726255
Aug,2015,HarrisburgScranton,12777.1,organic,4.10643229381339
Feb,2017,Spokane,12868.72,organic,4.10953535152114
May,2019,Spokane,12887,organic,4.11015182851827
Mar,2015,NewOrleansMobile,12906.89,organic,4.11082160876136
Jun,2015,BuffaloRochester,12968.98,organic,4.11290582051036
Apr,2015,StLouis,12992.93,organic,4.11370709867458
Nov,2017,Jacksonville,12995.02,organic,4.11377695223895
Apr,2015,Boston,13035.79,organic,4.11513735558447
Aug,2017,Louisville,13042.62,organic,4.11536484118495
Jan,2016,Indianapolis,13079.89,organic,4.11660409164927
Apr,2015,MiamiFtLauderdale,13090.63,organic,4.11696054792125
Aug,2015,Jacksonville,13167.21,organic,4.11949376205616
Jul,2017,Boise,13169.87,organic,4.11958148805508
Dec,2017,Jacksonville,13215.1,organic,4.12107045383049
Sep,2016,BuffaloRochester,13242.46,organic,4.12196866978543
Feb,2015,BuffaloRochester,13314.48,organic,4.12432420963786
Aug,2015,Louisville,13350.83,organic,4.12550826594142
Apr,2019,Albany,13373.88,organic,4.1262574220812
Mar,2016,Boise,13380.37,organic,4.12646812290389
Aug,2016,Jacksonville,13392.29,organic,4.12685484507243
Dec,2016,Spokane,13405.92,organic,4.12729662340753
Mar,2015,Tampa,13408.8,organic,4.12738991307177
Nov,2015,HartfordSpringfield,13436.17,organic,4.12827549007844
Jun,2015,HarrisburgScranton,13442.32,organic,4.12847422974799
Jun,2015,StLouis,13449.85,organic,4.12871744087853
May,2015,Indianapolis,13459.21,organic,4.1290195693449
May,2015,MiamiFtLauderdale,13486.29,organic,4.12989249421394
Mar,2017,NewOrleansMobile,13486.68,organic,4.12990505307179
Jan,2016,GrandRapids,13491.17,organic,4.13004961479496
Mar,2016,MiamiFtLauderdale,13509.36,organic,4.13063477499893
Nov,2015,BuffaloRochester,13510.31,organic,4.1306653142141
Nov,2015,Orlando,13557.45,organic,4.13217801142841
Oct,2016,Louisville,13559.32,organic,4.13223791020562
Jun,2015,HartfordSpringfield,13596.38,organic,4.13342329401023
Apr,2019,Tampa,13619.87,organic,4.13417296230862
Apr,2015,HarrisburgScranton,13684.25,organic,4.13622099978873
Nov,2016,Indianapolis,13690.1,organic,4.1364066204707
Aug,2015,NewOrleansMobile,13697.81,organic,4.13665113789054
Mar,2017,BuffaloRochester,13700.15,organic,4.13672532217945
May,2017,Albany,13717.33,organic,4.1372695866542
Feb,2015,StLouis,13721.08,organic,4.13738829647137
Apr,2017,Albany,13723.4,organic,4.13746172203457
Jan,2019,Boise,13744.83,organic,4.13813937273398
Aug,2016,Louisville,13763,organic,4.13871310987601
Jul,2017,Albany,13778.42,organic,4.13919941897777
Jul,2017,Jacksonville,13812.18,organic,4.14026222942961
Feb,2015,Charlotte,13874.24,organic,4.14220920276076
Mar,2016,NewOrleansMobile,13896.18,organic,4.1428954309788
Oct,2015,Philadelphia,13898.45,organic,4.14296636903238
Sep,2016,Tampa,13900.09,organic,4.14301761222365
Mar,2017,MiamiFtLauderdale,13910.79,organic,4.14335179447072
Sep,2015,SouthCarolina,13946.72,organic,4.14447208191834
Oct,2015,BuffaloRochester,13978.96,organic,4.14547486217775
Feb,2017,Jacksonville,14053.39,organic,4.14778109866872
Jul,2015,Philadelphia,14055.18,organic,4.14783641184358
Jan,2016,Spokane,14067.53,organic,4.14821784999063
Aug,2016,BuffaloRochester,14071.45,organic,4.14833885184501
Apr,2016,Jacksonville,14114.97,organic,4.14967995943311
Jan,2015,RaleighGreensboro,14115.57,organic,4.1496984200569
Feb,2019,Boise,14126.78,organic,4.15004318183472
Mar,2015,HartfordSpringfield,14132.73,organic,4.15022606201951
Dec,2015,Roanoke,14148.99,organic,4.1507254396425
Sep,2015,HartfordSpringfield,14186.92,organic,4.15188811975669
Sep,2015,Columbus,14190.41,organic,4.15199494360161
Dec,2016,Jacksonville,14199.67,organic,4.15227825150669
May,2015,Orlando,14202.19,organic,4.15235531843803
Apr,2016,Indianapolis,14222.13,organic,4.15296464407113
Feb,2016,Charlotte,14246.43,organic,4.15370604851683
Feb,2015,NewOrleansMobile,14259.4,organic,4.1541012518713
Sep,2015,BuffaloRochester,14318.64,organic,4.15590177016846
May,2019,Syracuse,14321,organic,4.1559733447399
Mar,2017,Jacksonville,14343.46,organic,4.15665392662142
Sep,2016,NewOrleansMobile,14381.62,organic,4.15780780937326
Jul,2015,StLouis,14393.44,organic,4.15816460175283
Aug,2015,Spokane,14403.83,organic,4.15847798700516
Jan,2015,StLouis,14414.51,organic,4.158799883775
Jan,2015,Nashville,14425.75,organic,4.15913840154313
Jun,2015,SouthCarolina,14442.93,organic,4.15965530637424
Oct,2017,Spokane,14462.21,organic,4.1602346634611
Jan,2015,RichmondNorfolk,14467.5,organic,4.16039349103558
Aug,2017,Tampa,14514.88,organic,4.16181344970588
Dec,2015,SouthCarolina,14528.08,organic,4.16220822265986
May,2017,Syracuse,14531.08,organic,4.16229789376187
Oct,2016,Jacksonville,14555.37,organic,4.16302324975531
Mar,2015,Orlando,14588.97,organic,4.16402463122815
Jun,2017,Boise,14591.11,organic,4.16408833154651
Oct,2015,Charlotte,14627.33,organic,4.16516505940686
Sep,2016,Jacksonville,14651.68,organic,4.16588742488796
Mar,2017,Boise,14699.76,organic,4.16731024416814
Aug,2015,Boston,14721.24,organic,4.16794439305015
Jul,2015,Charlotte,14724.2,organic,4.16803170787178
Jun,2015,Spokane,14768.12,organic,4.16932521260424
Dec,2015,RichmondNorfolk,14770.53,organic,4.16939607905912
Sep,2016,MiamiFtLauderdale,14817.65,organic,4.17077933232358
Dec,2017,Spokane,14909.35,organic,4.17345871001459
Jun,2016,Jacksonville,14918.45,organic,4.17372370306858
Jan,2015,Atlanta,14931.9,organic,4.17411507276286
Mar,2015,Boise,14991.89,organic,4.17585638700633
Dec,2016,MiamiFtLauderdale,14995.9,organic,4.17597253567103
Jan,2018,Jacksonville,15012.78,organic,4.17646112041569
Nov,2015,Charlotte,15028.99,organic,4.17692979547943
Sep,2017,Louisville,15034.99,organic,4.17710314358078
Dec,2015,RaleighGreensboro,15071.41,organic,4.17815388446953
Jan,2015,Philadelphia,15091.4,organic,4.17872953030387
Nov,2016,NewOrleansMobile,15146.21,organic,4.1803039739602
Apr,2015,Charlotte,15149.02,organic,4.18038453895328
Feb,2017,GrandRapids,15163.46,organic,4.18079830996727
Dec,2015,Atlanta,15179.8,organic,4.18126604959183
Jun,2017,Jacksonville,15243.11,organic,4.18307358367317
Feb,2015,HarrisburgScranton,15306.31,organic,4.18487050488563
Sep,2015,Charlotte,15321.59,organic,4.18530383660175
Mar,2016,Spokane,15360.3,organic,4.18639969792676
Dec,2016,Indianapolis,15382.02,organic,4.18701337169741
Jul,2016,Louisville,15422.79,organic,4.18816294518061
Aug,2015,GrandRapids,15478.32,organic,4.18972382105463
Apr,2016,NewOrleansMobile,15496.72,organic,4.19023978612889
Mar,2016,Tampa,15536.41,organic,4.19135067358273
May,2016,Pittsburgh,15550.46,organic,4.19174324046941
Apr,2015,SouthCarolina,15553.71,organic,4.1918339972439
Jun,2016,Louisville,15604.38,organic,4.19324651776726
Sep,2015,StLouis,15627.73,organic,4.19389589931989
Jun,2015,Charlotte,15659.85,organic,4.19478759779317
Jan,2017,BuffaloRochester,15770.49,organic,4.19784518736759
Jan,2018,Louisville,15776.02,organic,4.19799744817296
May,2016,NewOrleansMobile,15782.59,organic,4.1981782745647
Feb,2016,Orlando,15835.04,organic,4.19961916475607
Feb,2015,Columbus,15916.97,organic,4.20186039772812
May,2019,Columbus,15929,organic,4.20218851226605
Jan,2016,NewOrleansMobile,15975.19,organic,4.2034460321175
Sep,2016,Indianapolis,15982,organic,4.20363112633051
Mar,2015,StLouis,16138.54,organic,4.20786424298681
Oct,2015,Columbus,16141.39,organic,4.20794093084063
Aug,2017,MiamiFtLauderdale,16239.81,organic,4.21058094384393
Feb,2015,RichmondNorfolk,16243.81,organic,4.21068790100797
Feb,2017,BuffaloRochester,16277.59,organic,4.21159010527191
Sep,2017,Jacksonville,16328.74,organic,4.21295267388797
Jan,2017,Boise,16328.79,organic,4.21295400373282
Jul,2015,SouthCarolina,16383.26,organic,4.21440032350139
Mar,2015,HarrisburgScranton,16437.68,organic,4.21584052158007
Dec,2015,Nashville,16459.98,organic,4.21642930317911
Nov,2016,Jacksonville,16546.04,organic,4.21869406989818
Dec,2016,Sacramento,16596.18,organic,4.22000813648369
Apr,2019,Nashville,16651.72,organic,4.22145909957978
Nov,2016,Louisville,16712.16,organic,4.22303258486984
Jan,2016,Jacksonville,16875.44,organic,4.22725510518193
May,2017,Boise,16952.6,organic,4.22923631487297
Sep,2015,RichmondNorfolk,16971.2,organic,4.2297125515076
Oct,2015,SouthCarolina,16972.48,organic,4.22974530558359
Sep,2017,Syracuse,16984.99,organic,4.23006529551302
Jan,2015,Columbus,16999.42,organic,4.23043410401965
Oct,2016,Indianapolis,17015.8,organic,4.2308523723221
Feb,2015,SouthCarolina,17027.81,organic,4.23115879558004
Jun,2016,Indianapolis,17030.05,organic,4.23121592304729
Jan,2018,Spokane,17034.29,organic,4.23132403661196
Aug,2015,HartfordSpringfield,17077.39,organic,4.23242149660987
Mar,2019,Jacksonville,17083.44,organic,4.23257532669204
Feb,2016,Spokane,17091.79,organic,4.23278754817503
Feb,2019,Albany,17163.57,organic,4.23460762558992
Apr,2019,Boise,17203.02,organic,4.23560469424506
Dec,2015,BuffaloRochester,17220.56,organic,4.23604727028578
Apr,2015,Spokane,17249.54,organic,4.23677751806869
Aug,2016,Tampa,17277.92,organic,4.23749145880873
May,2016,Syracuse,17323.34,organic,4.23863162923593
May,2015,Spokane,17340.74,organic,4.23906762664995
Apr,2016,MiamiFtLauderdale,17361.23,organic,4.23958049061522
Nov,2017,Syracuse,17371.2,organic,4.23982982048379
Feb,2019,Louisville,17389.16,organic,4.24027860349921
Mar,2016,Charlotte,17400.18,organic,4.2405537409609
Jun,2017,Pittsburgh,17443.66,organic,4.24163761311014
Oct,2016,Tampa,17458.72,organic,4.24201239988992
Sep,2017,StLouis,17474.66,organic,4.24240873454302
May,2016,Spokane,17480.99,organic,4.24256602437173
Aug,2016,NewOrleansMobile,17513.02,organic,4.2433610436416
Feb,2016,RaleighGreensboro,17608.01,organic,4.24571027619134
Oct,2015,LasVegas,17653.03,organic,4.24681925926157
Mar,2015,Columbus,17717.33,organic,4.24839827434361
Oct,2017,Louisville,17752.61,organic,4.24926221233585
Dec,2015,StLouis,17790.56,organic,4.25018961874621
Dec,2015,HarrisburgScranton,17801.21,organic,4.25044952357086
May,2016,Jacksonville,17812.18,organic,4.25071707522023
Oct,2016,Orlando,17869.03,organic,4.25210097796277
Oct,2017,NewOrleansMobile,17889.38,organic,4.25259528929601
Feb,2019,Spokane,17972.44,organic,4.25460704241781
Feb,2017,MiamiFtLauderdale,17999.69,organic,4.25526502552282
Dec,2017,Albany,18028.77,organic,4.25596609830119
Nov,2015,Philadelphia,18074.74,organic,4.25707205880876
Sep,2015,Philadelphia,18112.23,organic,4.25797192447597
Jul,2017,Spokane,18118.07,organic,4.25811193324191
Feb,2018,Spokane,18128.76,organic,4.25836809954093
May,2019,Indianapolis,18141,organic,4.2586612233256
