Month,Year,Region,Volume,Type,LogVolume
Oct,2017,Charlotte,50685.18,organic,4.70488099315805
Aug,2017,SanDiego,50744.91,organic,4.70539248658969
Jan,2017,Detroit,50879.94,organic,4.70654659050034
Dec,2016,Boston,50985.09,organic,4.70744319026557
Apr,2017,RaleighGreensboro,51017.27,organic,4.70771721523698
Apr,2016,Philadelphia,51023.81,organic,4.70777288469707
Dec,2017,BuffaloRochester,51098.22,organic,4.70840577180512
Feb,2016,CincinnatiDayton,51100.84,organic,4.70842803916341
Apr,2017,Roanoke,51325.46,organic,4.71033285038684
Mar,2019,Grand Rapids,51429.36,organic,4.71121111988403
Oct,2016,SanDiego,51439.88,organic,4.71129994678633
Feb,2019,Detroit,51489.07,organic,4.71171504763388
Mar,2016,Houston,51496.08,organic,4.711774170805
May,2015,Detroit,51523.32,organic,4.71200383981807
Jan,2017,LasVegas,51599.15,organic,4.71264254749252
May,2016,Atlanta,51828.87,organic,4.71457174022841
Nov,2017,SanDiego,51859.31,organic,4.7148267340842
Sep,2017,CincinnatiDayton,51861.37,organic,4.71484398515955
Dec,2016,WestTexNewMexico,51911.57,organic,4.71526416376665
Jan,2016,PhoenixTucson,51916.73,organic,4.71530733040866
Nov,2016,BaltimoreWashington,51997.05,organic,4.71597870507588
Jan,2017,HartfordSpringfield,52057.12,organic,4.71648013759754
Jan,2017,Philadelphia,52143.97,organic,4.71720409325842
Dec,2017,Pittsburgh,52170.68,organic,4.71742649741479
Jan,2016,Houston,52212.35,organic,4.71777324059751
Mar,2019,St. Louis,52231.25,organic,4.71793041951125
Dec,2017,CincinnatiDayton,52274.24,organic,4.71828772745421
Feb,2016,Houston,52429.57,organic,4.7195762958714
Jan,2017,CincinnatiDayton,52531.53,organic,4.72042004997274
May,2015,Houston,52533.98,organic,4.72044030441173
Jan,2017,RaleighGreensboro,52755.53,organic,4.72226799046464
Sep,2017,RaleighGreensboro,52793.3,organic,4.72257880969933
May,2017,HartfordSpringfield,52794.93,organic,4.72259221839092
Mar,2018,Indianapolis,52813.6,organic,4.72274577185978
Jan,2019,Grand Rapids,52842.63,organic,4.72298442450008
Aug,2015,WestTexNewMexico,52876.49,organic,4.72326261848543
Sep,2015,CincinnatiDayton,52883.08,organic,4.72331674125918
Jun,2015,PhoenixTucson,52929.6,organic,4.72369861194991
Jul,2017,PhoenixTucson,53208.13,organic,4.72597799591115
Feb,2018,Atlanta,53258.35,organic,4.72638770740906
Nov,2017,WestTexNewMexico,53259.91,organic,4.72640042822128
Mar,2019,Cincinnati/Dayton,53306.94,organic,4.72678375325734
Nov,2017,SouthCarolina,53334.74,organic,4.72701018230217
Apr,2017,Pittsburgh,53454.18,organic,4.72798167175161
Jan,2016,Philadelphia,53626.32,organic,4.72937799538692
Feb,2018,Pittsburgh,53685.47,organic,4.72985675957874
Apr,2019,Charlotte,53768.24,organic,4.73052582091458
Jan,2015,Chicago,54090.29,organic,4.7331193098773
Sep,2016,SanDiego,54259.44,organic,4.73447530718885
Aug,2016,SouthCarolina,54429.95,organic,4.73583793536918
Jan,2015,PhoenixTucson,54433.3,organic,4.73586466406807
Mar,2015,Houston,54550.47,organic,4.73679849676721
Aug,2017,SouthCarolina,54579.54,organic,4.73702987108647
Jan,2019,Charlotte,54646.77,organic,4.73756449725311
Jun,2015,CincinnatiDayton,54653.96,organic,4.73762163460854
Apr,2019,Raleigh/Greensboro,54683.57,organic,4.73785685960262
Sep,2017,SanDiego,54783.44,organic,4.73864929929639
May,2016,Philadelphia,54794.53,organic,4.7387372061233
May,2015,SanDiego,54886.48,organic,4.73946537934064
Feb,2018,RaleighGreensboro,54897.08,organic,4.73954924474858
Sep,2017,RichmondNorfolk,55034.51,organic,4.74063510408603
Apr,2019,Harrisburg/Scranton,55070.59,organic,4.74091972932987
Apr,2017,Columbus,55104.67,organic,4.74118840591689
Feb,2019,Las Vegas,55169.21,organic,4.74169676508703
Nov,2015,DallasFtWorth,55263.88,organic,4.74244137286126
Mar,2016,Detroit,55264.48,organic,4.74244608797129
Jun,2016,LasVegas,55390.29,organic,4.74343363893383
Jan,2016,Detroit,55414.57,organic,4.74362396759251
Mar,2019,Miami/Ft. Lauderdale,55418.32,organic,4.74365335605847
May,2016,Sacramento,55465.62,organic,4.74402387193733
Mar,2017,RichmondNorfolk,55518.82,organic,4.74444022702651
Jun,2017,SouthCarolina,55533.72,organic,4.74455676623973
Apr,2019,Richmond/Norfolk,55583.68,organic,4.74494729650372
Sep,2017,SouthCarolina,55620.09,organic,4.74523168726945
Jan,2018,PhoenixTucson,55678.59,organic,4.74568822870428
Jan,2015,NewYork,55688.31,organic,4.74576403834565
Sep,2016,RaleighGreensboro,55800.5,organic,4.74663809044776
Apr,2019,South Carolina,55896.89,organic,4.74738764521358
Apr,2019,Buffalo/Rochester,56218.86,organic,4.74988203478389
Mar,2018,RaleighGreensboro,56285.99,organic,4.75040030918771
Apr,2019,Las Vegas,56480.64,organic,4.7518996091998
Oct,2017,PhoenixTucson,56539.86,organic,4.75235472878557
Oct,2015,NewYork,56635.27,organic,4.75308697528415
Dec,2015,SanFrancisco,56643.81,organic,4.75315245736403
Jul,2016,Nashville,56652.35,organic,4.75321792957214
Oct,2016,Columbus,56777.82,organic,4.75417871365398
Oct,2017,WestTexNewMexico,56790.46,organic,4.75427538646216
Dec,2017,RaleighGreensboro,56811.61,organic,4.75443709704364
Sep,2016,NorthernNewEngland,56838.22,organic,4.75464046868748
Aug,2017,HartfordSpringfield,56915.02,organic,4.75522689279774
May,2015,LasVegas,56917.42,organic,4.75524520579809
Feb,2017,Atlanta,56947.38,organic,4.75547374812158
Jan,2016,CincinnatiDayton,56973.08,organic,4.75566969832007
Feb,2019,Sacramento,57008.22,organic,4.7559374809928
Aug,2017,HarrisburgScranton,57115.84,organic,4.7567565683263
Apr,2019,Sacramento,57123.68,organic,4.75681617762339
Aug,2016,RaleighGreensboro,57150.8,organic,4.75702231405158
Feb,2019,Pittsburgh,57228.61,organic,4.75761319765291
Sep,2015,SanFrancisco,57309.51,organic,4.75822669522784
Jan,2017,PhoenixTucson,57321.2,organic,4.75831527362906
May,2017,Detroit,57446.08,organic,4.75926039869092
Mar,2015,Atlanta,57801.06,organic,4.76193580291758
Mar,2018,Pittsburgh,57974.54,organic,4.76323731140655
Mar,2019,Detroit,57981.6,organic,4.7632901955237
Jun,2016,PhoenixTucson,58011.79,organic,4.7635162661766
May,2015,RichmondNorfolk,58098.98,organic,4.76416850787639
May,2019,Philadelphia,58132,organic,4.76441526488004
Feb,2015,SanDiego,58218.39,organic,4.76506019107558
Oct,2017,CincinnatiDayton,58263.07,organic,4.76539336475667
Jan,2019,Las Vegas,58315.1,organic,4.7657810247001
May,2019,San Diego,58362,organic,4.76613016625913
Feb,2017,Columbus,58526.73,organic,4.76735425993123
Apr,2016,Boston,58762.82,organic,4.76910262920555
Jan,2017,NorthernNewEngland,59131.23,organic,4.77181691293546
Jul,2016,Boston,59150.75,organic,4.77196025562154
Aug,2015,Houston,59212.12,organic,4.7724106106145
Apr,2016,Houston,59302.87,organic,4.77307571182972
Jan,2016,WestTexNewMexico,59350.03,organic,4.77342094281599
Jul,2015,CincinnatiDayton,59376.99,organic,4.77361817811143
Aug,2015,BaltimoreWashington,59532.81,organic,4.77475638210983
Aug,2017,Atlanta,59781.01,organic,4.77656324816933
Apr,2015,BaltimoreWashington,59871.74,organic,4.77722187984967
Jul,2016,LasVegas,59877.28,organic,4.77726206375149
Feb,2016,WestTexNewMexico,59966.32,organic,4.77790739796682
Apr,2017,RichmondNorfolk,59977.68,organic,4.77798966277922
Sep,2017,Portland,60034.97,organic,4.77840429794906
Mar,2015,DallasFtWorth,60087.53,organic,4.77878435196768
Mar,2016,CincinnatiDayton,60097.27,organic,4.77885474403494
Mar,2015,SanDiego,60139.32,organic,4.77915851319055
May,2015,RaleighGreensboro,60211.42,organic,4.77967886954052
Apr,2016,CincinnatiDayton,60232.26,organic,4.7798291588225
Feb,2019,Charlotte,60254.22,organic,4.77998746881592
Mar,2017,NorthernNewEngland,60333.24,organic,4.78055664831223
Jul,2016,SouthCarolina,60391.97,organic,4.78097919662562
Jan,2019,Atlanta,60620.83,organic,4.78262187828618
Jan,2019,Pittsburgh,60910.97,organic,4.7846955156448
Jan,2018,HartfordSpringfield,60936.39,organic,4.78487672212954
Apr,2016,Detroit,61101.04,organic,4.78604860242614
Apr,2015,CincinnatiDayton,61294.02,organic,4.78741810571439
Dec,2016,BaltimoreWashington,61327.42,organic,4.78765469461849
Oct,2015,SanFrancisco,61331.92,organic,4.78768656051911
Jan,2018,WestTexNewMexico,61349.6,organic,4.78781173546793
Jul,2017,SanFrancisco,61632.45,organic,4.78980943205539
Feb,2019,Buffalo/Rochester,61643.6,organic,4.7898879936817
Sep,2017,NorthernNewEngland,61825.43,organic,4.791167145591
Jun,2016,Atlanta,62026.36,organic,4.79257629545969
Apr,2015,PhoenixTucson,62120.89,organic,4.79323766919625
May,2016,Nashville,62141.65,organic,4.79338278056333
Aug,2016,SanDiego,62327.97,organic,4.79468298230424
Apr,2019,Atlanta,62344.01,organic,4.79479473289211
Jul,2016,RaleighGreensboro,62362.93,organic,4.79492651147092
Jan,2016,SanDiego,62539.66,organic,4.79615551584959
Oct,2017,BuffaloRochester,62759.2,organic,4.79767739893976
Feb,2017,SanDiego,63016.6,organic,4.79945496752932
Oct,2017,SanDiego,63187.47,organic,4.8006309667418
Dec,2017,RichmondNorfolk,63332.62,organic,4.8016274546783
Nov,2015,NewYork,63382,organic,4.80196593910262
Aug,2016,WestTexNewMexico,63430.49,organic,4.80229806633163
Feb,2019,Atlanta,63581.57,organic,4.80333124761018
Feb,2018,SouthCarolina,63590.9,organic,4.8033949715832
Mar,2018,RichmondNorfolk,63667.35,organic,4.8039167737789
Oct,2017,Pittsburgh,63702.62,organic,4.80415729462959
Jan,2015,Sacramento,63752.68,organic,4.80449844612164
Sep,2016,Boston,63774.94,organic,4.80465005869412
Feb,2019,Hartford/Springfield,63926.94,organic,4.80568391649518
Mar,2015,CincinnatiDayton,63934.92,organic,4.80573812609247
Jul,2016,PhoenixTucson,64085.56,organic,4.80676018367183
Mar,2018,PhoenixTucson,64088.46,organic,4.80677983592269
Jun,2017,HartfordSpringfield,64661.36,organic,4.81064483473709
Feb,2016,BaltimoreWashington,64689.04,organic,4.81083070615987
Jan,2015,SanDiego,64784.69,organic,4.81147238497381
Feb,2018,Detroit,64818.1,organic,4.81169629649549
Jan,2018,Atlanta,64867.04,organic,4.81202408074206
Dec,2016,SanFrancisco,64964.57,organic,4.81267656820313
Mar,2017,HartfordSpringfield,65029.54,organic,4.81311068194626
Apr,2016,LasVegas,65598.81,organic,4.81689596109638
Jul,2017,RichmondNorfolk,65603.24,organic,4.81692528875636
Feb,2016,DallasFtWorth,65727.37,organic,4.81774625486764
Mar,2015,PhoenixTucson,65807.86,organic,4.81827776824564
Oct,2016,RaleighGreensboro,65808.48,organic,4.81828185987406
Jun,2017,SanDiego,65859.31,organic,4.81861717634913
Jan,2018,CincinnatiDayton,65968.02,organic,4.81933344912549
Aug,2016,Detroit,66055.51,organic,4.81990905000185
Jan,2016,DallasFtWorth,66321.84,organic,4.82165656655853
Mar,2018,SouthCarolina,66351.52,organic,4.82185087625925
Aug,2017,NorthernNewEngland,66451.97,organic,4.82250786033439
Apr,2017,LasVegas,66623.06,organic,4.82362457597742
Jul,2016,NorthernNewEngland,66864.34,organic,4.82519456215903
Feb,2018,RichmondNorfolk,67078.54,organic,4.82658360138718
May,2017,Philadelphia,67088.59,organic,4.82664866441046
Feb,2019,Raleigh/Greensboro,67120.69,organic,4.82685641238638
May,2017,SanDiego,67265.12,organic,4.82778992130629
Apr,2019,Hartford/Springfield,67267.73,organic,4.82780677233706
Oct,2017,Atlanta,67321.61,organic,4.82815449360436
Nov,2017,HarrisburgScranton,67341.81,organic,4.8282847850911
Nov,2017,Detroit,67620.73,organic,4.83007985488377
Dec,2016,CincinnatiDayton,67661.05,organic,4.83033873311598
Nov,2017,Denver,67716.59,organic,4.83069508024802
Dec,2017,HartfordSpringfield,67961.46,organic,4.83226270014305
Dec,2017,Atlanta,67987.27,organic,4.83242760261345
Sep,2017,Atlanta,68151.01,organic,4.83347229647555
Dec,2017,SouthCarolina,68211.33,organic,4.83385651758612
Aug,2016,Atlanta,68272.32,organic,4.83424466110682
Oct,2016,Atlanta,68345.63,organic,4.83471075112682
Mar,2019,Pittsburgh,68528.44,organic,4.83587084553251
Apr,2017,NorthernNewEngland,68572.28,organic,4.83614858981767
May,2017,CincinnatiDayton,68585.53,organic,4.83623249903003
Jul,2017,HarrisburgScranton,68733.2,organic,4.8371665637547
Oct,2017,RichmondNorfolk,68928.28,organic,4.8383974414736
Sep,2015,NewYork,68934.51,organic,4.83843669288617
Feb,2018,WestTexNewMexico,69079.36,organic,4.83934830530312
Aug,2017,Detroit,69103.52,organic,4.83950017006075
Feb,2016,SanDiego,69130.48,organic,4.8396695723696
Jul,2017,SouthCarolina,69230.16,organic,4.84029533532423
Aug,2016,BaltimoreWashington,69557.9,organic,4.84234646188474
Nov,2016,CincinnatiDayton,69774.22,organic,4.84369499024717
May,2015,PhoenixTucson,69864.55,organic,4.84425686609329
Jan,2019,Buffalo/Rochester,69962.25,organic,4.84486376802893
Jul,2017,HartfordSpringfield,70042.22,organic,4.84535990266656
Sep,2017,Denver,70072.97,organic,4.84555052518982
Jan,2019,Raleigh/Greensboro,70094.62,organic,4.84568468567026
Dec,2017,SanDiego,70235.97,organic,4.84655958466096
Jan,2018,RichmondNorfolk,70347.46,organic,4.84724842120362
May,2017,WestTexNewMexico,70526.7,organic,4.84835356333816
May,2015,WestTexNewMexico,70571.08,organic,4.84862676380584
Mar,2018,WestTexNewMexico,70721.5,organic,4.84955146347015
Feb,2017,Boston,70725.85,organic,4.84957817561424
Mar,2016,WestTexNewMexico,70761.47,organic,4.84979684637247
Mar,2016,SanDiego,70814.28,organic,4.85012084384595
Jan,2018,SouthCarolina,70885.83,organic,4.8505594288664
Feb,2018,PhoenixTucson,70958.03,organic,4.851001549721
Aug,2016,Denver,71008.42,organic,4.85130984932083
May,2015,Sacramento,71026.45,organic,4.85142010857689
Jun,2015,NewYork,71145.38,organic,4.85214670335703
Dec,2017,PhoenixTucson,71151.17,organic,4.85218204595742
Sep,2017,HartfordSpringfield,71157.14,organic,4.85221848428008
Jan,2019,Detroit,71267.45,organic,4.8528912197098
Mar,2019,Las Vegas,71501.38,organic,4.85431442390739
Oct,2017,RaleighGreensboro,71540.67,organic,4.8545530031311
Aug,2017,Chicago,71620.89,organic,4.85503971348805
Mar,2016,DallasFtWorth,72156.88,organic,4.8582777464286
Sep,2015,Portland,72440.9,organic,4.85998383731576
Jan,2019,San Diego,72675.75,organic,4.86138952230254
Oct,2017,SouthCarolina,72750.01,organic,4.86183305735478
Nov,2017,SanFrancisco,72880.3,organic,4.86261015167181
Mar,2017,Boston,73007.33,organic,4.86336646585662
Jun,2015,Chicago,73024.91,organic,4.86347103039701
Jan,2018,Charlotte,73118.54,organic,4.8640275110043
Jun,2016,Houston,73130.97,organic,4.86410133388991
Jan,2017,SanDiego,73140.87,organic,4.86416012190238
Apr,2017,PhoenixTucson,73237.03,organic,4.86473072393161
Nov,2016,SanFrancisco,73275.35,organic,4.86495790152474
Mar,2017,PhoenixTucson,73779.22,organic,4.86793405951797
May,2015,Columbus,73781.22,organic,4.86794583217145
Feb,2018,SanDiego,74020.14,organic,4.86934990217452
Mar,2016,BaltimoreWashington,74029.94,organic,4.8694073973941
Aug,2015,CincinnatiDayton,74120.59,organic,4.8699388676453
Mar,2017,SanDiego,74400.07,organic,4.87157334415609
Jan,2019,St. Louis,74478.5,organic,4.87203092135295
Jan,2015,BaltimoreWashington,74591.35,organic,4.87268846735095
Aug,2015,DallasFtWorth,74710.88,organic,4.87338385188088
Jan,2018,SanDiego,74772.68,organic,4.87374294689454
Mar,2017,BaltimoreWashington,74808.37,organic,4.87395019200151
Feb,2017,BaltimoreWashington,74967.67,organic,4.87487401315547
Mar,2015,Chicago,75010.43,organic,4.87512165507851
May,2017,Atlanta,75056.23,organic,4.87538674644376
Nov,2017,DallasFtWorth,75080.14,organic,4.87552507376778
Aug,2015,SanFrancisco,75103.02,organic,4.87565740095843
May,2015,CincinnatiDayton,75353.92,organic,4.87710584975068
Sep,2016,CincinnatiDayton,75594.21,organic,4.87848853278498
Mar,2019,Sacramento,75639.21,organic,4.8787469842868
Mar,2018,BuffaloRochester,75642.56,organic,4.87876621841547
Feb,2019,San Diego,76094,organic,4.88135041406859
Apr,2017,SanDiego,76372.29,organic,4.88293581298643
Aug,2017,SanFrancisco,76500.77,organic,4.8836658064617
Mar,2017,LasVegas,76928.77,organic,4.88608878863841
Dec,2017,WestTexNewMexico,77060.71,organic,4.8868330060741
Apr,2016,SanDiego,77138.07,organic,4.88726876858712
Apr,2016,Nashville,77146.17,organic,4.88731436994351
Mar,2018,NorthernNewEngland,77330.87,organic,4.88835289617409
Jun,2016,SanDiego,77381.25,organic,4.88863574094115
Feb,2017,HartfordSpringfield,77666.96,organic,4.8902363065571
Mar,2017,SanFrancisco,77762.12,organic,4.89076809208991
Mar,2018,Atlanta,77856.75,organic,4.89129627086268
Mar,2018,Columbus,77997.45,organic,4.89208040436956
Aug,2017,Portland,78309.91,organic,4.89381672484186
Jan,2017,Boston,78693.6,organic,4.89593941345556
Jun,2016,CincinnatiDayton,78742.03,organic,4.89620660687831
Mar,2017,Atlanta,78819.36,organic,4.89663290414546
Jan,2019,Hartford/Springfield,78849.65,organic,4.89679976991088
Jun,2016,BaltimoreWashington,78880.01,organic,4.89696695699077
Mar,2015,BaltimoreWashington,78918.26,organic,4.89717750130482
Mar,2017,Philadelphia,78959.69,organic,4.89740543460138
Oct,2016,CincinnatiDayton,78989.08,organic,4.89756705554936
Apr,2016,PhoenixTucson,79095.01,organic,4.8981490852951
Aug,2015,NewYork,79167.74,organic,4.89854824732018
Sep,2016,Detroit,79271.54,organic,4.89911729526929
May,2017,NorthernNewEngland,79405.43,organic,4.89985020190321
Jul,2017,SanDiego,79446.75,organic,4.90007613582992
Nov,2016,Denver,79540.52,organic,4.90058842588044
May,2016,Boston,79585.57,organic,4.90083433108596
Mar,2017,Columbus,79684.83,organic,4.90137565045045
Jan,2019,South Carolina,79698.28,organic,4.90144894881682
May,2016,CincinnatiDayton,79706.07,organic,4.90149139626593
Aug,2017,Denver,80055.25,organic,4.90338981809499
Mar,2019,Buffalo/Rochester,80120.84,organic,4.90374549385984
Nov,2015,SanFrancisco,80121.76,organic,4.9037504806851
Sep,2016,Denver,80132.69,organic,4.90380972195665
Oct,2016,SanFrancisco,80264.1,organic,4.90452134032054
Mar,2018,HarrisburgScranton,80458.23,organic,4.90557047429927
Jul,2016,Atlanta,80523.13,organic,4.90592064792686
Jan,2017,WestTexNewMexico,80967.5,organic,4.90831072995215
Apr,2015,NewYork,81018.43,organic,4.90858382303736
Jun,2017,Detroit,81314.99,organic,4.91017061292737
Sep,2017,Houston,81327.76,organic,4.910238810748
Mar,2015,Sacramento,81931.94,organic,4.91345323828818
Jul,2015,SanFrancisco,81960.23,organic,4.91360316846501
Nov,2016,Detroit,82194.72,organic,4.91484392035618
Jun,2017,NorthernNewEngland,82314.03,organic,4.91547386476608
Oct,2015,Chicago,82387.26,organic,4.91586005951908
Feb,2019,Richmond/Norfolk,82399.41,organic,4.91592410205316
Aug,2017,DallasFtWorth,82452.69,organic,4.91620482896901
Jan,2018,HarrisburgScranton,82600.8,organic,4.91698425354197
Apr,2017,HartfordSpringfield,82659.3,organic,4.91729172313992
Feb,2017,DallasFtWorth,82757.57,organic,4.91780773004729
Dec,2016,DallasFtWorth,82838.2,organic,4.91823065349326
Oct,2017,HartfordSpringfield,82885.28,organic,4.91847740892898
Oct,2017,Portland,82902.36,organic,4.91856689388427
Feb,2017,LasVegas,82974.07,organic,4.91894239339602
Sep,2017,Detroit,82980.8,organic,4.91897761745259
May,2015,BaltimoreWashington,83049.27,organic,4.91933581937182
Feb,2015,BaltimoreWashington,83083.4,organic,4.91951426074492
Feb,2017,SanFrancisco,83160.05,organic,4.91991474177917
Mar,2019,Charlotte,83618.39,organic,4.92230180132912
Jun,2016,WestTexNewMexico,83756.67,organic,4.92301940232201
May,2019,Denver,83862,organic,4.92356521555153
Sep,2016,BaltimoreWashington,83862.68,organic,4.92356873703981
Jun,2017,Philadelphia,83951.99,organic,4.92403099512298
Feb,2017,PhoenixTucson,84108.49,organic,4.92483983615525
Jul,2015,Chicago,84426.2,organic,4.92647724223815
Apr,2019,West Tex/New Mexico,84531.43,organic,4.92701821590403
Feb,2018,HarrisburgScranton,84780.64,organic,4.92829669068725
May,2017,Boston,85197.43,organic,4.93042649437172
Apr,2019,San Diego,85507.8,organic,4.93200573276853
Jan,2019,Richmond/Norfolk,85515.86,organic,4.93204666761377
Oct,2016,Portland,85908.71,organic,4.93403719774478
Sep,2017,HarrisburgScranton,85911.92,organic,4.93405342496135
Jan,2018,Detroit,85952.18,organic,4.93425689614773
Apr,2017,Atlanta,86104.07,organic,4.93502368033595
Aug,2017,Boston,86278.22,organic,4.93590117662346
Jul,2017,Denver,86367.3,organic,4.93634934296894
Apr,2017,Boston,86632.14,organic,4.93767904253836
Mar,2018,SanDiego,87396.78,organic,4.94149543201664
Mar,2019,Raleigh/Greensboro,87630.04,organic,4.94265300993326
May,2017,SanFrancisco,87654.91,organic,4.9427762481672
Jul,2016,SanDiego,87836.64,organic,4.94367571443105
Nov,2017,NorthernNewEngland,87843.4,organic,4.94370913690408
Jun,2017,Denver,87850.39,organic,4.94374369382758
May,2016,Detroit,87902.85,organic,4.9440029560659
Jul,2016,BaltimoreWashington,88137.64,organic,4.94516141752971
Apr,2017,Detroit,88205.6,organic,4.9454961585093
Jan,2016,BaltimoreWashington,88306.87,organic,4.94599449165266
Oct,2016,BaltimoreWashington,88328.73,organic,4.94610198614893
Jan,2017,BaltimoreWashington,88430.13,organic,4.94660026346635
Dec,2015,NewYork,88536.37,organic,4.94712171189077
Apr,2016,DallasFtWorth,88606.45,organic,4.94746533698243
Jun,2017,Boston,88691.56,organic,4.94788229379085
Feb,2015,NewYork,88927.4,organic,4.94903559488893
Nov,2017,Portland,89151.36,organic,4.95012797270476
Mar,2015,NewYork,89268.26,organic,4.95069706967066
Sep,2015,Seattle,89269.81,organic,4.95070461043154
Jun,2017,SanFrancisco,89432.13,organic,4.95149357444267
Jul,2017,NorthernNewEngland,89694.26,organic,4.95276465118133
Sep,2017,DallasFtWorth,89733.72,organic,4.95295567223092
Mar,2018,CincinnatiDayton,89991.97,organic,4.95420375899182
Jun,2015,SanFrancisco,90231.08,organic,4.95535615558592
Dec,2016,Houston,90605.92,organic,4.9571565744907
May,2016,PhoenixTucson,90632.21,organic,4.95728257007463
Nov,2017,Houston,90829.71,organic,4.95822792758042
Dec,2017,SanFrancisco,90970.27,organic,4.95889948369985
Apr,2017,CincinnatiDayton,91018.66,organic,4.95913043742296
Jan,2019,Phoenix/Tucson,91199.56,organic,4.95999274304297
Jun,2016,Denver,91217.53,organic,4.96007830818234
Jan,2019,West Tex/New Mexico,91228.59,organic,4.96013096259862
Mar,2019,Hartford/Springfield,91265.95,organic,4.9603087787905
Nov,2016,DallasFtWorth,91436.01,organic,4.96111726645995
Feb,2019,South Carolina,91530.69,organic,4.96156673628388
May,2019,Dallas/Ft. Worth,91643,organic,4.96209929769458
Nov,2017,Philadelphia,91860.9,organic,4.96313069606905
Feb,2019,West Tex/New Mexico,91916.68,organic,4.96339432939085
Jun,2017,CincinnatiDayton,92160.24,organic,4.96454359705288
May,2019,Portland,92652,organic,4.96685479850207
Feb,2019,Harrisburg/Scranton,92684.82,organic,4.96700861084271
Jul,2017,Atlanta,92716.36,organic,4.96715637309634
Feb,2016,SanFrancisco,92796.76,organic,4.96753281308647
Aug,2016,CincinnatiDayton,93255.08,organic,4.96967249898878
Jan,2017,SanFrancisco,93360.16,organic,4.97016158732885
Dec,2017,HarrisburgScranton,93486.43,organic,4.9707485755375
Aug,2017,Philadelphia,93509.06,organic,4.97085369127236
Jul,2016,CincinnatiDayton,93641.31,organic,4.97146748065244
Sep,2016,SanFrancisco,93762.58,organic,4.97202954901902
Dec,2017,Detroit,93945.17,organic,4.9728744566423
Apr,2016,BaltimoreWashington,93987.26,organic,4.97306898884782
Feb,2018,HartfordSpringfield,94358.69,organic,4.97478190286086
Aug,2016,SanFrancisco,94530.69,organic,4.97557282791481
Dec,2015,Chicago,94588.51,organic,4.97583838432289
Jul,2017,WestTexNewMexico,94635.16,organic,4.9760525207255
Feb,2015,Denver,94781.11,organic,4.97672179050025
May,2017,BaltimoreWashington,94874.66,organic,4.97715023253581
Jan,2018,Portland,95048.23,organic,4.97794403379073
Jun,2017,BaltimoreWashington,95243.96,organic,4.97883744396085
Sep,2016,DallasFtWorth,95684.65,organic,4.98084227262542
May,2016,LasVegas,95705.64,organic,4.98093753180718
Feb,2018,SanFrancisco,95805.96,organic,4.98139252697624
Oct,2015,Portland,95817.87,organic,4.98144651240474
Mar,2019,Richmond/Norfolk,96320.9,organic,4.98372053187895
Oct,2016,Denver,96407.77,organic,4.98411203734824
May,2016,SanDiego,96560.16,organic,4.98479797671501
Jan,2018,DallasFtWorth,97017.2,organic,4.9868487363579
Feb,2019,Phoenix/Tucson,97210.16,organic,4.98771165794421
Mar,2018,HartfordSpringfield,97309.74,organic,4.98815631217533
Jul,2016,WestTexNewMexico,98927.22,organic,4.99531580493687
Oct,2016,Detroit,98953.22,organic,4.99542993098788
Jul,2017,Philadelphia,99572.83,organic,4.99814085056422
May,2019,Houston,99576,organic,4.99815467654058
May,2015,NewYork,99979.47,organic,4.99991083018927
Jan,2018,RaleighGreensboro,100259.96,organic,5.0011275270097
Mar,2016,SanFrancisco,100407.33,organic,5.00176541860932
Jan,2015,Southeast,100605.84,organic,5.00262319151672
Jun,2016,Detroit,100670.93,organic,5.00290408065075
Mar,2019,San Diego,100731.3,organic,5.0031644388271
Oct,2017,SanFrancisco,100871.05,organic,5.00376654156615
Dec,2017,DallasFtWorth,101532.06,organic,5.00660319774286
Feb,2018,NorthernNewEngland,101857.28,organic,5.00799207458154
Oct,2017,DallasFtWorth,102063.3,organic,5.00886960621276
Mar,2018,Denver,102069.02,organic,5.00889394497927
Jul,2016,Detroit,102089.69,organic,5.00898188506247
Nov,2016,Portland,102146.43,organic,5.00922319271694
Nov,2016,Chicago,102247.1,organic,5.00965099910619
Mar,2019,Atlanta,102298.34,organic,5.00986858645225
Aug,2016,NewYork,102423.2,organic,5.01039834033876
Sep,2017,SanFrancisco,102458.14,organic,5.01054646753614
Nov,2017,Boston,102512.82,organic,5.01077818058304
Dec,2015,Southeast,102635.66,organic,5.01129827939667
May,2019,Boston,102688,organic,5.01151969541541
Sep,2017,Seattle,103069.53,organic,5.01313029565528
Jan,2016,SanFrancisco,103368.62,organic,5.01438871835939
Jul,2017,Detroit,103374.25,organic,5.01441237168232
Oct,2017,Detroit,103592.98,organic,5.01533032634975
May,2015,Roanoke,104130.4,organic,5.01757753666591
Jan,2019,Harrisburg/Scranton,104355.03,organic,5.01851338726439
Apr,2016,SanFrancisco,104376.15,organic,5.0186012735063
Apr,2017,Philadelphia,104425.57,organic,5.01880685451105
Feb,2018,DallasFtWorth,105049.66,organic,5.02139465112214
May,2019,Baltimore/Washington,105398,organic,5.02283236991633
Jul,2016,Houston,105418.75,organic,5.0229178622743
Sep,2015,Southeast,105593.59,organic,5.0236375553936
Aug,2016,Portland,105693.26,organic,5.02404729347453
Jan,2018,SanFrancisco,105744.33,organic,5.02425708984633
Dec,2017,NorthernNewEngland,106758.94,organic,5.02840425306567
